model_name,augmented,frame,loss,accuracy
0529_model17,A,1,0.793311596,0.8880265951156616
0529_model17,A,5,1.1765669584274292,0.952115834
0529_model17,A,7,1.225907325744629,0.9162946343421936
0529_model17,A,3,0.4921018183231354,0.9544444680213928
0529_model17,A,11,1.748605728149414,0.8968609571456909
0529_model17,A,9,1.7228626012802124,0.9105145335197448
0529_model17,NA,1,0.4508162438869476,0.9035476446151732
0529_model17,NA,5,0.7902141213417053,0.935412049
0529_model17,NA,7,0.9918345808982848,0.9341517686843872
0529_model17,NA,3,0.7394128441810608,0.949999988
0529_model17,NA,11,1.7821707725524902,0.9192824959754944
0529_model17,NA,9,1.2527934312820437,0.927293062
0529_model18,A,1,0.6163355112075806,0.8891352415084839
0529_model18,A,5,0.895757258,0.945434272
0529_model18,A,7,0.9452704787254332,0.9319196343421936
0529_model18,A,3,0.7744715213775635,0.9222221970558168
0529_model18,A,11,1.76159668,0.9091928005218506
0529_model18,A,9,0.946943998,0.9317673444747924
0529_model18,NA,1,0.428149402,0.9190687537193298
0529_model18,NA,5,1.0409493446350098,0.9443207383155824
0529_model18,NA,7,1.470645785331726,0.9330357313156128
0529_model18,NA,3,0.7863587141036987,0.9477777481079102
0529_model18,NA,11,1.4428380727767944,0.9013453125953674
0529_model18,NA,9,0.9350543022155762,0.9306487441062928
0529_model19,A,1,0.83511883,0.9412416815757751
0529_model19,A,5,0.8497233986854553,0.9398663640022278
0529_model19,A,7,1.6837443113327026,0.9263392686843872
0529_model19,A,3,1.3951269388198853,0.9366666674613952
0529_model19,A,11,1.711125135421753,0.9271300435066224
0529_model19,A,9,1.3525233268737793,0.918344498
0529_model19,NA,1,0.4561632871627807,0.9290465712547302
0529_model19,NA,5,0.7169194221496582,0.936525583
0529_model19,NA,7,1.0110763311386108,0.9196428656578064
0529_model19,NA,3,0.8766160011291504,0.9422222375869752
0529_model19,NA,11,1.2462437152862549,0.9136771559715272
0529_model19,NA,9,1.155678153038025,0.9049217104911804
0529_model20,A,1,0.6949819326400757,0.9268292784690856
0529_model20,A,5,1.326229453086853,0.9153674840927124
0529_model20,A,7,1.126411199569702,0.9386160969734192
0529_model20,A,3,0.8179415464401245,0.9477777481079102
0529_model20,A,11,1.403451681137085,0.915919304
0529_model20,A,9,1.0398224592208862,0.9138702750205994
0529_model20,NA,1,0.5393400192260742,0.8713968992233276
0529_model20,NA,5,0.7934210896492004,0.936525583
0529_model20,NA,7,0.99873209,0.9162946343421936
0529_model20,NA,3,0.6703745126724243,0.9433333277702332
0529_model20,NA,11,1.2128245830535889,0.9035874605178832
0529_model20,NA,9,0.9419001340866088,0.927293062
0529_model21,A,1,0.6478235721588135,0.9246119856834412
0529_model21,A,5,0.7393348813056946,0.9465478658676147
0529_model21,A,7,0.8061291575431824,0.9430803656578064
0529_model21,A,3,1.015786051750183,0.949999988
0529_model21,A,11,0.9325472116470336,0.933856487
0529_model21,A,9,1.016702414,0.9205816388130188
0529_model21,NA,1,0.5043443441390991,0.9423503279685974
0529_model21,NA,5,0.78056401,0.9376391768455504
0529_model21,NA,7,1.1156619787216189,0.9229910969734192
0529_model21,NA,3,0.4726957082748413,0.9444444179534912
0529_model21,NA,11,1.240568757,0.9204035997390748
0529_model21,NA,9,1.1229339838027954,0.9127516746520996
0529_model22,A,1,0.4818905889987945,0.9124168753623962
0529_model22,A,5,1.2668598890304563,0.942093551
0529_model22,A,7,1.4431511163711548,0.9140625
0529_model22,A,3,1.0455119609832764,0.9444444179534912
0529_model22,A,11,1.739991307258606,0.9114349484443665
0529_model22,A,9,1.0814404487609863,0.9284116625785828
0529_model22,NA,1,0.6331045627593994,0.9068736433982848
0529_model22,NA,5,0.7614066004753113,0.945434272
0529_model22,NA,7,0.6560616493225098,0.9296875
0529_model22,NA,3,0.5603874325752258,0.9411110877990724
0529_model22,NA,11,1.2537251710891724,0.9282511472702026
0529_model22,NA,9,1.4127029180526731,0.9228187799453736
