ECE,Group,LSTM,conv,augmented,frame,mAP,normal_acc,mandown_acc,cross_acc,accuracy
0.4509147510299694,0,0,4,0,11,0.9533152136643895,0.9849203151144938,0.9345753987288821,0.9404499271497927,0.92393738
0.45243132898105626,1,1,5,0,5,0.9458331420171605,0.9906490806462858,0.9115194542558368,0.935330891,0.924107134
0.45380783810094594,0,0,3,1,7,0.9337393638959143,0.9852966054922784,0.9160850568258072,0.8998364293696571,0.939999998
0.4552617174960648,0,0,3,0,5,0.9262422368943738,0.9886810549404459,0.9173413775988244,0.8727042781438513,0.943080366
0.4554057492862322,0,1,3,0,5,0.9529575208316702,0.9843300683603845,0.9389643262764527,0.935578168,0.921875
0.4555510168728978,0,1,6,1,1,0.9368862364016204,0.97279435,0.9198392309278134,0.9180251286191039,0.93569845
0.45628268959579593,0,1,4,0,7,0.9567379462178263,0.9923749335873684,0.9454572505356054,0.9323816545305048,0.953333318
0.45671061183112377,0,0,1,1,3,0.9422458984213223,0.9735446958762977,0.9082018248789302,0.944991175,0.945434272
0.4570581232532774,0,1,2,0,5,0.9613944140639065,0.9930538419472164,0.9300444752582624,0.9610849249862403,0.941964269
0.4572828860630077,0,1,1,0,7,0.932130472,0.9904114203488568,0.9340123103948578,0.8719676858627265,0.949999988
0.4585632131658484,0,1,6,0,7,0.9490090274759063,0.9915737793168915,0.9092759083744623,0.9461773947363653,0.886666656
0.45874179765156275,0,1,3,1,7,0.9298879571054739,0.9841081712496056,0.9122703947549273,0.893285305,0.953333318
0.4589340369145109,0,1,5,1,5,0.972521474,0.990394498,0.9660299436306472,0.9611399802940337,0.917410731
0.4590854313345319,1,1,1,1,9,0.9447177598192713,0.9936396466434685,0.9204455397016248,0.9200680931127208,0.927130044
0.45926737423338493,0,0,5,0,7,0.9451638186410536,0.9778310929387205,0.9383863788154949,0.9192739841689457,0.947777748
0.46010820341162295,0,1,4,1,5,0.951228027,0.9933952657645196,0.9298338970557777,0.9304549185691625,0.939732134
0.46096425617511844,0,0,1,1,5,0.9279233821449898,0.9843495228951236,0.9187172867854527,0.880703337,0.936383903
0.461029016,0,0,6,0,7,0.9671897720190062,0.994623834,0.9558322866233254,0.9511131956181161,0.944444418
0.46310250403227776,0,1,1,0,5,0.9590550580464029,0.9892532077550618,0.9347197379120065,0.9531922284721405,0.933035731
0.463564032,1,0,5,1,1,0.9391180118353001,0.9614754212634978,0.9285081022276518,0.927370512,0.933481157
0.4635705200558149,0,1,4,0,5,0.9620912896692606,0.995677697,0.9404225378934579,0.9501736336184702,0.936383903
0.4642063255466197,0,1,4,0,11,0.9461688278175258,0.9826692629719291,0.9269733795864435,0.9288638408942047,0.906040251
0.46512785307558563,0,0,1,1,7,0.9182916217291203,0.9821990375869019,0.9061289234729555,0.8665469041275036,0.939999998
0.4654934228767988,1,0,3,1,9,0.9010046435917106,0.9653386756404595,0.8761878904947425,0.861487365,0.921524644
0.46596757751019513,0,1,6,0,9,0.9615138246755349,0.9952173797611904,0.9477833580366292,0.9415407362287851,0.921524644
0.4660065581902362,0,0,3,0,7,0.9565436033612951,0.9928117607840994,0.9286884421767364,0.9481306071230498,0.923333347
0.4669698022172156,0,0,2,1,11,0.919594594,0.9791264095485647,0.9044342284381471,0.875223143,0.926174521
0.46896293232134534,0,0,2,0,3,0.9438090450400723,0.9717682874766513,0.9112572641939879,0.9484015834495777,0.940979958
0.4689731586141305,0,1,1,1,5,0.9274672902932171,0.986041017,0.930567143,0.865793711,0.925223231
0.46931879192475423,0,1,1,1,11,0.9195567500831796,0.9786484649848048,0.9161453606082672,0.8638764246564665,0.909395993
0.4696849915154593,0,0,6,1,9,0.9544997838819506,0.9875208270652445,0.9208584763667796,0.9551200482138276,0.922645748
0.4700900229482336,0,1,2,1,7,0.9512562444663192,0.9867281794547714,0.9259890008555672,0.941051553,0.954444468
0.47013212519627134,1,1,1,1,5,0.9254327842978282,0.9926725109450587,0.9329940643364281,0.8506317776119975,0.910714269
0.47039112847948894,1,0,5,0,5,0.9511415376152929,0.9866622192932595,0.917874634,0.9488877592630179,0.922991097
0.4704429336622987,1,1,1,0,5,0.9192179028190776,0.9871593425067318,0.9229408301787314,0.8475535357717695,0.922991097
0.4704578907190854,0,0,5,1,5,0.9590058937367615,0.9945424850643263,0.9128131607744474,0.9696620353715107,0.9375
0.4705777404559903,0,1,2,1,9,0.9479898405845303,0.9885827128641231,0.9174797911402804,0.9379070177491876,0.918161452
0.47064866905352126,0,1,1,0,3,0.9592735578659122,0.9875970229652441,0.931621265,0.9586023855123403,0.948775053
0.47118358452252185,0,1,6,0,11,0.9563205152605777,0.991246578,0.9378374627603595,0.9398775046765007,0.930648744
0.47123981887067695,1,0,3,1,5,0.9359323053749596,0.9929432321498564,0.9210612029364276,0.8937924810385949,0.9296875
0.4713926490262618,0,0,6,1,3,0.9557640432514303,0.9829897641860111,0.9271849089563118,0.9571174566119682,0.940979958
0.47214079518033014,1,0,6,0,5,0.9564383120547045,0.9925493886117016,0.9340959166707389,0.9426696308816731,0.9296875
0.47231338754223967,0,0,5,0,9,0.9540270451465399,0.9878334079739182,0.9400233333810727,0.9342243940846289,0.918161452
0.47262165561810704,0,1,6,1,7,0.9502351074124401,0.9911562838619891,0.9173402578403121,0.9422087805350193,0.951111138
0.47291264295982827,0,0,5,0,3,0.9662765498930259,0.984301421,0.9430380500932479,0.9714901781532399,0.943207145
0.47347110145850435,1,1,4,0,5,0.9374792879372581,0.9867890910159807,0.9198594782364603,0.9057892945593331,0.927455366
0.47388431326988256,0,1,6,1,5,0.9710380986787769,0.9910956804923688,0.9635187747369975,0.9584998408069643,0.939732134
0.4742469740595356,1,0,6,0,11,0.9094136643495948,0.9738061801582375,0.8875708606917775,0.8668639521987694,0.92281878
0.4745357303619407,0,0,1,0,3,0.9442949715007475,0.9785831454462093,0.9088469650524197,0.9454548040036131,0.948775053
0.4746656474671943,0,0,3,1,5,0.9333762281769694,0.9865906254657767,0.9330690299209851,0.8804690291441464,0.927455366
0.4746861154464342,1,1,4,0,9,0.9347479642408624,0.9882505206277838,0.9142952319518811,0.9016981401429218,0.9204036
0.47489506788226626,0,1,2,1,5,0.939373674,0.9893144338913885,0.9435827300355552,0.8852238570755743,0.928571403
0.4751301928128529,0,0,4,1,1,0.8520174939267324,0.8906850136602281,0.8537738061351324,0.8115936619848367,0.76385808
0.4761384351551782,1,0,3,0,3,0.9459780022046723,0.9838660107459456,0.9120100319200924,0.9420579639479788,0.936525583
0.47622524790636356,0,1,4,1,9,0.9577567047826401,0.9895944875836149,0.9312629185192698,0.9524127082450354,0.929372191
0.4762426034004094,0,1,3,1,11,0.9285128501681411,0.9762157621475469,0.904574493,0.9047482954758971,0.930648744
0.4765255810859116,0,1,3,0,11,0.9548069341492972,0.9907744539261545,0.9310765487198106,0.9425697998019266,0.917225957
0.47668488483790206,1,0,1,1,3,0.9214312780675816,0.9755721370441544,0.9077458020707942,0.8809758950877963,0.932071269
0.4770310976135713,0,0,4,1,9,0.9535862341965838,0.9910319196704884,0.9218382189509723,0.9478885639682905,0.92600894
0.47778646419719567,0,0,6,1,5,0.9554334095912376,0.9861520900873879,0.9380932517411443,0.9420548869451807,0.936383903
0.47791320942710613,1,0,4,0,3,0.9535946420203875,0.9822965021928497,0.9177104192728908,0.9607770045954218,0.936525583
0.4783050240533814,1,0,1,0,9,0.9181079759891801,0.9776411622913139,0.9112261043822586,0.8654566612939683,0.919282496
0.478514845,0,1,1,0,11,0.947497784,0.9834442395141257,0.9274955913226861,0.9315535205147082,0.918344498
0.4788191481642831,0,1,1,1,3,0.957206673,0.9870897526312881,0.9190415702415577,0.9654886965760802,0.946547866
0.47903028906306205,0,1,3,0,9,0.9427475849526753,0.9867055907563932,0.9189641851977218,0.9225729789039109,0.927130044
0.4790351110809918,1,0,1,1,1,0.9257374263085069,0.95875248,0.9078769445971296,0.9105828543810468,0.949002206
0.4790385817538403,0,0,1,0,5,0.9660354925371593,0.9908549314103366,0.938955009,0.9682965373225372,0.933035731
0.4794616600843058,0,0,4,0,5,0.9613052458959047,0.9955859037999684,0.9535377649991518,0.9347920688885937,0.930803597
0.4795689821976077,1,1,4,1,11,0.9189262646379865,0.9823081567178816,0.8973101365233593,0.8771605006727188,0.900447428
0.4796687300308629,0,0,2,1,7,0.9396521899321729,0.9891433528997396,0.9135862964842365,0.9162269204125427,0.926666677
0.4799241568886628,1,0,1,0,7,0.9364274638884599,0.9778695803146317,0.9167671176151186,0.9146456937356298,0.949999988
0.4799860861000642,1,0,5,1,3,0.9391721786111379,0.9766296460642587,0.9123506927922128,0.9285361969769421,0.940979958
0.4800270041432028,0,1,3,1,9,0.9454528058968054,0.9862553843556553,0.9469297988841858,0.9031732344505752,0.92600894
0.4808502632857305,0,0,6,1,7,0.9595349176200841,0.9958130683101463,0.935032545,0.94775914,0.952222228
0.48151547269441497,0,0,2,0,9,0.949767047,0.9877507558685932,0.924106156,0.937444231,0.92600894
0.48159893739061027,1,0,2,0,9,0.9387849349570588,0.9868533061684325,0.9241875695286949,0.9053139291740488,0.901345313
0.48189247698025406,1,1,1,0,9,0.9475408893406089,0.991544859,0.9510830868836209,0.899994723,0.912556052
0.48217888319933416,1,0,2,1,5,0.9256136771581304,0.983696715,0.9239456616034847,0.8691986545316743,0.931919634
0.4822987591119358,1,1,1,0,7,0.9470071039966766,0.9903734075295046,0.927384865,0.92326304,0.948888898
0.4828060747191558,0,0,4,1,5,0.9324836959900807,0.983758723,0.9057308444670091,0.9079615207514721,0.938616097
0.48306483816025075,1,0,4,1,7,0.9078300952896571,0.974800628,0.8930197476672463,0.85566991,0.941111088
0.483206982,0,1,3,1,5,0.9197753375303241,0.9877490241785506,0.9271496743362894,0.8444273140761326,0.928571403
0.48343002610616465,1,1,6,0,5,0.9385051925630897,0.9824305876454633,0.9221777959539039,0.9109071940899021,0.928571403
0.4839299122466827,1,1,2,1,5,0.9448265840597957,0.9885204963138027,0.9393539355688941,0.9066053202966905,0.907366097
0.48401233722218184,1,1,3,0,5,0.948077922,0.9839719835771599,0.9403333303873714,0.9199284518501976,0.924107134
0.48402664063026746,0,0,4,1,7,0.9457790552791024,0.9831096874352108,0.9232623947036838,0.9309650836984126,0.942222238
0.48418934331678276,1,1,2,1,7,0.9286882988923052,0.9901155163166444,0.9186196542204893,0.8773297261397816,0.948888898
0.4842689379941176,0,1,2,0,3,0.9517042590832165,0.9808980922805418,0.9278408411708903,0.9463738437982174,0.945434272
0.4846317612626592,0,0,4,0,9,0.9163802837742479,0.9789361801078575,0.9231284108558734,0.8470762603590124,0.922645748
0.4847933168313098,1,1,5,1,5,0.9002210681621635,0.985375031,0.9182510835254121,0.7970370904248023,0.911830366
0.4854044083784605,1,1,6,0,11,0.9140465495106952,0.9822188154794887,0.916818741,0.843102092,0.90492171
0.485406889,0,1,5,1,7,0.9434639267756079,0.9813528770312501,0.904169678,0.9448692248471317,0.939999998
0.4856782530875616,1,1,6,1,5,0.9476679626760521,0.9836807497327902,0.930000441,0.9293226977211984,0.933035731
0.486280155,1,1,2,1,9,0.9135672551782199,0.9822683134324905,0.9118631101891689,0.8465703419130003,0.909192801
0.48641528733858824,0,0,5,1,3,0.9435216298870913,0.9791202303644719,0.9089448255570307,0.9424998337397713,0.945434272
0.48690564727253327,1,0,2,0,5,0.9240929420635883,0.9848799122792439,0.9194602659619963,0.8679386479495248,0.933035731
0.48747479478911043,1,1,4,1,5,0.9238679682463445,0.9836223312917804,0.9204179175199051,0.8675636559273479,0.9140625
0.48781844618175857,1,0,5,1,5,0.9467458350180246,0.9879501899761283,0.9318610948616367,0.9204262202163088,0.920758903
0.4889524882715138,1,1,1,1,3,0.9573253928599854,0.9849176353613505,0.9350819741701105,0.951976569,0.954342961
0.48912406574706246,0,0,3,0,9,0.9544230019025091,0.9886064415665061,0.9423203817990717,0.9323421823419494,0.924887896
0.489280523,0,1,5,1,1,0.923841089,0.9708801775767268,0.9016716241285561,0.8989714642691788,0.922394693
0.4894420093909134,1,1,5,0,3,0.960076151,0.9791105189415679,0.9522665996628935,0.9488513346785825,0.937639177
0.4894436385706925,0,1,2,0,1,0.9087515922894757,0.9649142537023099,0.9189907646723632,0.8423497584937539,0.937915742
0.48962571990014986,0,0,5,1,7,0.958690583,0.9870880376486704,0.9422167313654279,0.9467669790682076,0.942222238
0.48979896410807816,1,0,1,0,3,0.9453733336676158,0.9747604224029973,0.9073084548157023,0.9540511237841477,0.935412049
0.4899924597614206,0,1,5,0,5,0.971269624,0.9921689459825406,0.9613877362148394,0.9602521895123102,0.916294634
0.4902479803309416,0,1,2,1,1,0.940915595,0.96601616,0.9413679467570751,0.9153626784539503,0.946784914
0.490411159,1,1,3,0,3,0.9528980933855212,0.9886336203712669,0.9363924778287834,0.9336681819565136,0.935412049
0.49056326817357243,1,1,5,1,7,0.9253000677406459,0.985395467,0.8982885012028832,0.8922162346892762,0.949999988
0.4908379312372612,0,1,5,0,3,0.9722315184489569,0.9823989236777183,0.966277343,0.9680182885175538,0.942093551
0.4912759409626313,0,0,2,0,7,0.9671240947099967,0.9899492362361484,0.9505820915862194,0.9608409563076219,0.942222238
0.49136146427444805,1,1,6,1,7,0.9187928009770819,0.9860435136480278,0.9074323013242057,0.8629025879590125,0.941111088
0.4915513356189351,1,1,2,1,3,0.9536899332408856,0.9852707053799024,0.9265726414635487,0.9492264528792056,0.939866364
0.4923701341098942,0,1,2,0,7,0.9723974204365993,0.9924465580019906,0.962972849,0.961772855,0.952222228
0.4926349642666774,0,1,6,1,3,0.9541182163818634,0.9709086482813953,0.9348804019936463,0.9565655988705486,0.945434272
0.4926433383274682,1,0,1,1,7,0.9038663195721871,0.9774109274398942,0.8922648654868724,0.8419231657897946,0.944444418
0.4937840594916316,1,0,4,1,1,0.928923251,0.9639833103370382,0.9279075330123385,0.8948789103200613,0.922394693
0.4938447455523717,0,1,5,0,11,0.9474103548976883,0.9863914081502332,0.9249668097692355,0.9308728467735967,0.931767344
0.49390877103207254,1,1,3,1,5,0.9373225696371069,0.987199317,0.9350868676219601,0.8896815239425755,0.912946403
0.49433329049574115,0,0,1,1,9,0.9329727696469571,0.9900910737494173,0.9325763772810269,0.8762508579104268,0.923766792
0.4943971065147955,0,0,5,1,11,0.9485919489207001,0.9831131403174226,0.9311019488632905,0.9315607575813873,0.917225957
0.4944275797268227,1,0,6,1,3,0.9724462634898418,0.9840760160910332,0.9671069470045274,0.9661558273739645,0.940979958
0.49456288940107773,1,1,3,0,9,0.9335856694031929,0.9769681466530322,0.8959138735245303,0.9278749880320161,0.887892365
0.4947738491762652,1,1,6,0,7,0.9391318209772875,0.9892897951192692,0.9119684006949313,0.916137267,0.942222238
0.4954421081319315,1,1,2,0,9,0.9180394266924047,0.9836738919421171,0.9184218019314552,0.8520225862036415,0.912556052
0.4955951535031869,1,0,3,0,1,0.9245851421362191,0.9656736691153882,0.9101558708471565,0.8979258864461124,0.929046571
0.4959352064815074,1,1,4,0,7,0.9349112289504397,0.97891219,0.926653557,0.8991679397558449,0.902222216
0.49636474483014725,0,1,3,0,3,0.9657087166734944,0.9799822689741545,0.9464144404831454,0.9707294405631833,0.95100224
0.4968396042675224,0,1,2,1,11,0.9374498727098532,0.9820211868804851,0.9286031643934549,0.9017252668556196,0.934004486
0.4974384796587783,1,1,2,0,3,0.9623958819034035,0.9881829748188244,0.9532950348533523,0.9457096360380336,0.948775053
0.4977594439554604,1,1,5,0,9,0.9072862867337852,0.9780099437184311,0.8622456646447092,0.8816032518382151,0.923766792
0.4983562538237336,0,1,6,1,9,0.9334236893659323,0.9896972627421601,0.9015453693466673,0.9090284360089699,0.915919304
0.4984174546242059,1,0,3,1,7,0.9104888363801145,0.9654972194487742,0.9060155114570776,0.8599537782344915,0.939999998
0.4984838775303972,0,1,3,1,3,0.963523435,0.9821358546124836,0.9452662475347525,0.963168203,0.937639177
0.4985198852639147,1,1,6,0,9,0.9323239146492611,0.9818112091658944,0.9021892236022466,0.9129713111796425,0.915919304
0.49891667575143994,1,1,2,0,7,0.9356649245963666,0.9834433342467579,0.9373239223100909,0.886227517,0.936666667
0.4991548294771301,1,1,2,0,11,0.917705598,0.9872231454125794,0.8618686715389576,0.9040249758366515,0.917225957
0.4999302336446011,1,0,5,0,7,0.9163723067717879,0.967600631,0.9194301075042772,0.8620861814657036,0.944444418
0.5000419738302477,1,0,4,0,9,0.9354593969816812,0.9808186721787576,0.9282138873012437,0.8973456314650425,0.903587461
0.5016168174506376,1,0,2,0,3,0.9598005672963215,0.9873232728475341,0.9377730637156761,0.9543053653257545,0.944320738
0.5016795988493599,0,0,1,0,9,0.9587059944520684,0.9912133318744074,0.9342258540832561,0.9506787973985419,0.895739913
0.5021125653389807,1,1,5,1,3,0.9430818847679938,0.9755274196970695,0.9376551809314463,0.9160630536754658,0.949888647
0.5028958688560051,0,1,4,1,7,0.9290809304700763,0.9766366741525906,0.9298267317650311,0.8807793854926074,0.946666658
0.5029187355011726,0,1,5,1,3,0.9499430700837049,0.9799539641816204,0.9297300591572123,0.9401451869122822,0.949888647
0.5033540653319181,0,1,4,0,3,0.9701443777004931,0.989051094,0.96400927,0.9573727690897285,0.95100224
0.5034281006300116,1,0,2,1,7,0.9110088054399806,0.972724353,0.9028550731106091,0.8574469901002507,0.944444418
0.5034283083390312,0,1,4,1,11,0.9251100944445083,0.9802404026604249,0.925732939,0.869356941,0.921700239
0.5035050369882136,1,1,3,1,9,0.9315860212717721,0.9865420107829846,0.9083350984064953,0.8998809546258365,0.899103165
0.5038896901326915,1,0,2,1,9,0.9138864833594335,0.9703075069301569,0.9094295376549484,0.861922405,0.922645748
0.5048153773542168,1,1,4,1,7,0.9213286144869953,0.9812404586894674,0.9028323891084599,0.8799129956630587,0.912222207
0.5049205247699402,0,1,4,1,3,0.9441843073191346,0.9770515293501041,0.922177611,0.9333237820052869,0.95100224
0.5053991889287263,1,0,3,1,11,0.9083017555588891,0.95942291,0.8994464181302744,0.8660359385973512,0.929530203
0.5060881071996037,1,1,5,0,11,0.911648625,0.9771961077771215,0.9089984933849535,0.8487512724187776,0.902684569
0.5061696354364695,0,1,2,1,3,0.9568060152294026,0.9792466101664865,0.9488280380500553,0.942343397,0.943207145
0.5064670728954853,1,1,5,1,11,0.8994631099665394,0.9669598251224624,0.8818647555781759,0.8495647491989803,0.921700239
0.506633986,0,1,5,0,9,0.9534529557015614,0.9937258872067517,0.9489080158267473,0.9177249640711852,0.881165922
0.5067759934409715,1,1,5,0,7,0.9452645174596341,0.9801938623059241,0.9363888878160137,0.9192108022569643,0.939999998
0.5069069098261834,0,0,4,1,3,0.9402876177794739,0.9853244632450336,0.9175609692273575,0.9179774208660305,0.943207145
0.5069489251831918,1,0,3,0,7,0.9361470610103053,0.978581275,0.9206608073819618,0.9091991006082021,0.942222238
0.5070677708157091,0,1,5,1,11,0.9496946587664445,0.9799888466651395,0.9358072748103169,0.9332878548238773,0.906040251
0.5070765078307174,1,0,6,0,7,0.9561938387880992,0.9825078049237288,0.9577054032082233,0.9283683082323453,0.941111088
0.5074249600923987,0,1,1,1,1,0.9234429889037007,0.962553945,0.914487675,0.893287347,0.952328146
0.5077200085842254,0,0,3,1,3,0.932971121,0.9790284827044985,0.9047963629819564,0.9150885174595431,0.945434272
0.5079026322333315,1,0,3,0,9,0.9159465040969147,0.9760787760869167,0.8992293676504968,0.8725313685533307,0.913677156
0.508513783,0,0,3,1,11,0.9096820935868779,0.9705813943206709,0.9064499950297589,0.8520148914102038,0.901565969
0.5086218183359089,0,0,1,0,7,0.9486907596658161,0.9813814632173159,0.9105918071978394,0.954099009,0.946666658
0.5086786724043652,1,1,1,0,3,0.9463252102678137,0.9776471708102428,0.9291333644149803,0.9321950955782177,0.95100224
0.508703281,1,1,3,1,7,0.9079534661746744,0.973229531,0.89448818,0.8561426879441282,0.937777758
0.5091252232253068,0,0,2,1,3,0.968605984,0.9860314480168217,0.9504822525631537,0.9693042522205864,0.945434272
0.5092995126453252,1,0,2,1,11,0.9062494367730061,0.9525065826671286,0.9169881699114866,0.8492535577404031,0.926174521
0.5096430010836813,1,0,5,0,9,0.9172340087025762,0.97727666,0.9225649644113845,0.8518604012309643,0.9204036
0.5096644051265594,1,0,6,1,7,0.9301129808532211,0.9840505302242398,0.9152495757586456,0.8910388365767781,0.949999988
0.5097948196476298,1,1,6,1,9,0.9005318767503665,0.9843806176360204,0.8611331579894868,0.8560818546255922,0.901345313
0.5097993553058291,1,0,2,0,7,0.9331275850696344,0.9645498319896458,0.9203233356641858,0.914509588,0.947777748
0.5104845274783049,0,0,3,0,11,0.9455919381142325,0.9798479207686471,0.9275066886172366,0.9294212049568136,0.918344498
0.5106026057042448,0,0,6,0,3,0.966637405,0.9782755948276891,0.9550701399844448,0.966566482,0.928730488
0.5107722882275978,1,0,4,1,11,0.9021862407251554,0.9622212657997969,0.8949704704904728,0.8493669858851963,0.919463098
0.5111029721898395,1,0,5,1,9,0.9185201373802454,0.9798326872355142,0.9003417812378797,0.8753859436673423,0.9204036
0.5115453664652555,1,0,4,0,11,0.9072279559354675,0.9715288301371873,0.9018824430492082,0.848272595,0.927293062
0.5118273291038525,1,0,3,1,3,0.9476790813407305,0.97740288,0.9161760093239474,0.9494583546866764,0.945434272
0.5120965709283488,0,1,5,0,7,0.9565405051188308,0.9923037408824343,0.9334921132224515,0.9438256612516066,0.955555558
0.5122618270314999,1,0,6,0,9,0.9055010231873668,0.9691434697742806,0.8966773651326547,0.8506822346551652,0.928251147
0.5126505464341142,1,0,2,1,3,0.9427785236559698,0.9665480907784594,0.9145763726019422,0.9472111075875076,0.946547866
0.5129959991733337,1,1,4,1,1,0.9205380665796121,0.9596359339411038,0.9232565266612326,0.878721739,0.941241682
0.5150136434742797,0,0,1,0,11,0.9376189970010049,0.9893553195265608,0.9112861448107199,0.9122155266657342,0.918344498
0.5165195480511818,0,0,4,1,11,0.9388391306349808,0.9845889000058078,0.9075521817203588,0.9243763101787756,0.938478768
0.5167007462426523,1,0,2,0,11,0.900341893,0.9595559669375417,0.8794671766310946,0.8620025358454956,0.930648744
0.5172506635531974,1,0,6,1,5,0.9368450347915956,0.9733591436150942,0.9522608370108655,0.8849151237488272,0.921875
0.5175070708570225,1,1,1,1,11,0.9241867863964934,0.9789694685058439,0.930857749,0.8627331414434816,0.92393738
0.5176578328732426,0,0,2,0,11,0.9590248868059227,0.9851861824221219,0.9459342135335641,0.9459542644620818,0.934004486
0.5177245660107671,1,1,5,1,9,0.9054361453513406,0.9538518049074893,0.8990628987447274,0.8633937324018055,0.913677156
0.5182453001421314,1,0,5,1,11,0.9155156726177727,0.9671251716555043,0.9231454839170412,0.8562763622807724,0.92281878
0.5184412521613513,1,0,1,1,9,0.9159489644811867,0.9685740990744511,0.9170612836258053,0.8622115107433035,0.886771321
0.5186511609700456,1,1,3,0,7,0.9276630270887406,0.9833605677213304,0.9223438659955988,0.8772846475492928,0.937777758
0.5188987991629915,1,1,4,0,11,0.9270918115144684,0.977878441,0.9192460351270884,0.8841509580515138,0.928411663
0.5209155317234717,0,0,3,1,9,0.9553087136415143,0.9900346715962841,0.9193705232402217,0.9565209460880367,0.919282496
0.5211542891546223,1,0,3,0,5,0.9633607155345064,0.9916611773064747,0.9468069551583873,0.951614014,0.919642866
0.5215021894221958,1,0,4,1,9,0.913856961,0.9596291804674523,0.9073912980024607,0.8745504033036929,0.922645748
0.5216491940908954,1,0,6,1,9,0.9181039290024628,0.9855750707227698,0.9092259930517655,0.8595107232328533,0.905829608
0.5224381064634993,1,1,2,1,11,0.9298712476251486,0.9899963833361294,0.916896161,0.8827211984197252,0.918344498
0.5234166076778237,1,0,1,0,5,0.9557056026433773,0.9809158724299258,0.9320408629249983,0.9541600725752077,0.934151769
0.5250341695817279,1,1,6,1,11,0.9064093387717795,0.970834281,0.9069248318627449,0.8414689037723899,0.90380311
0.5260118202000812,0,0,1,1,11,0.9235409668605322,0.9761629346144313,0.9221522252953642,0.8723077406718013,0.932885885
0.5274577090508125,1,0,4,1,3,0.9531940842902088,0.9760300715120973,0.9424951585817672,0.9410570227767616,0.92650336
0.5294005170523266,1,0,5,1,7,0.927744105,0.9684772613439131,0.9277162969277448,0.8870387567602347,0.948888898
0.5320423186478499,0,0,2,1,9,0.9601747551036959,0.9873918534201219,0.9400000844324726,0.9531323274584932,0.936098635
0.5322680241059048,1,0,5,0,11,0.9171107575662051,0.9754027298031179,0.9214661124863552,0.8544634304091419,0.912751675
0.5328651542443105,0,0,4,0,3,0.9746148818844262,0.9874175335905913,0.9657696630732819,0.9706574489894055,0.949888647
0.5329804976031061,1,0,2,0,1,0.9348691781334993,0.9558710398548402,0.9139719757823166,0.9347645187633413,0.919068754
0.5343796387506166,0,0,2,0,5,0.9671942229373786,0.9931977256476598,0.9488023603846243,0.9595825827798515,0.934151769
