model19NA5,14,185,16
model19NA5,18,0,129
model19NA7,520,8,7
model19NA7,13,170,31
model19NA7,13,0,134
model19NA3,523,10,4
model19NA3,14,184,18
model19NA3,6,0,141
model19NA11,527,5,1
model19NA11,25,172,15
model19NA11,31,0,116
model19NA9,515,9,10
model19NA9,28,157,28
model19NA9,10,0,137
model19A1,496,36,6
model19A1,13,186,18
model19A1,7,0,140
model19A5,520,10,6
model19A5,6,191,18
model19A5,9,0,138
model19A7,521,10,4
model19A7,19,178,17
model19A7,13,0,134
model19A3,532,4,1
model19A3,20,179,17
model19A3,12,0,135
model19A11,516,13,4
model19A11,23,173,16
model19A11,14,0,133
model19A9,512,13,9
model19A9,16,179,18
model19A9,7,0,140
model20NA1,509,25,4
model20NA1,28,187,2
model20NA1,57,0,90
model20NA5,505,26,5
model20NA5,2,194,19
model20NA5,5,0,142
model20NA7,496,22,17
model20NA7,10,187,17
model20NA7,8,1,138
model20NA3,525,9,3
model20NA3,14,184,18
model20NA3,7,0,140
model20NA11,515,12,6
model20NA11,25,158,29
model20NA11,14,0,133
model20NA9,522,5,7
model20NA9,23,171,19
model20NA9,11,0,136
model20A1,507,23,8
model20A1,12,187,18
model20A1,9,0,138
model20A5,500,29,7
model20A5,7,190,18
model20A5,5,0,142
model20A7,512,13,10
model20A7,14,183,17
model20A7,12,0,135
model20A3,535,2,0
model20A3,20,180,16
model20A3,15,0,132
model20A11,519,7,7
model20A11,22,172,18
model20A11,15,0,132
model20A9,516,15,3
model20A9,16,179,18
model20A9,20,0,127
model21NA1,523,7,8
model21NA1,12,187,18
model21NA1,7,0,140
model21NA5,519,13,4
model21NA5,14,183,18
model21NA5,7,0,140
model21NA7,518,14,3
model21NA7,22,175,17
model21NA7,13,0,134
model21NA3,531,6,0
model21NA3,17,181,18
model21NA3,9,0,138
model21NA11,523,5,5
model21NA11,29,167,16
model21NA11,16,0,131
model21NA9,514,10,10
model21NA9,26,171,16
model21NA9,15,1,131
model21A1,517,16,5
model21A1,13,186,18
model21A1,8,0,139
model21A5,523,10,3
model21A5,11,186,18
model21A5,11,0,136
model21A7,522,9,4
model21A7,22,176,16
model21A7,20,0,127
model21A3,529,3,5
model21A3,14,184,18
model21A3,6,0,141
model21A11,519,6,8
model21A11,27,169,16
model21A11,14,0,133
model21A9,518,11,5
model21A9,22,174,17
model21A9,14,0,133
model22NA1,512,22,4
model22NA1,15,184,18
model22NA1,25,0,122
model22NA5,520,12,4
model22NA5,6,191,18
model22NA5,8,1,138
model22NA7,523,8,4
model22NA7,18,178,18
model22NA7,15,0,132
model22NA3,532,5,0
model22NA3,17,182,17
model22NA3,14,0,133
model22NA11,511,17,5
model22NA11,17,179,16
model22NA11,9,0,138
model22NA9,518,12,4
model22NA9,20,177,16
model22NA9,17,0,130
model22A1,488,44,6
model22A1,13,186,18
model22A1,21,0,126
model22A5,530,6,0
model22A5,13,185,17
model22A5,17,0,130
model22A7,518,13,4
model22A7,19,178,17
model22A7,17,0,130
model22A3,534,3,0
model22A3,14,184,18
model22A3,10,0,137
model22A11,520,9,4
model22A11,36,160,16
model22A11,19,0,128
model22A9,524,5,5
model22A9,27,170,16
model22A9,16,0,131
model23NA1,490,43,5
model23NA1,13,186,18
model23NA1,7,0,140
model23NA5,523,7,6
model23NA5,5,192,18
model23NA5,8,0,139
model23NA7,510,11,14
model23NA7,16,181,17
model23NA7,11,0,136
model23NA3,531,6,0
model23NA3,13,185,18
model23NA3,9,0,138
model23NA11,525,3,5
model23NA11,32,164,16
model23NA11,22,0,125
model23NA9,514,10,10
model23NA9,13,183,17
model23NA9,10,0,137
model23A1,499,33,6
model23A1,25,174,18
model23A1,7,0,140
model23A5,525,8,3
model23A5,5,192,18
model23A5,7,0,140
model23A7,523,9,3
model23A7,31,167,16
model23A7,21,0,126
model23A3,534,2,1
model23A3,12,186,18
model23A3,8,0,139
model23A11,522,7,4
model23A11,20,174,18
model23A11,16,0,131
model23A9,505,16,13
model23A9,12,184,17
model23A9,10,0,137
model24NA1,464,68,6
model24NA1,11,188,18
model24NA1,10,0,137
model24NA5,519,9,8
model24NA5,7,190,18
model24NA5,4,0,143
model24NA7,517,14,4
model24NA7,14,183,17
model24NA7,12,2,133
model24NA3,530,6,1
model24NA3,24,174,18
model24NA3,8,0,139
model24NA11,512,17,4
model24NA11,24,166,22
model24NA11,11,0,136
model24NA9,512,16,6
model24NA9,20,177,16
model24NA9,15,1,131
model24A1,518,18,2
model24A1,30,186,1
model24A1,47,0,100
model24A5,522,10,4
model24A5,11,187,17
model24A5,12,0,135
model24A7,511,15,9
model24A7,33,164,17
model24A7,9,0,138
model24A3,531,4,2
model24A3,14,184,18
model24A3,8,0,139
model24A11,518,10,5
model24A11,33,163,16
model24A11,17,0,130
model24A9,508,18,8
model24A9,17,180,16
model24A9,14,0,133
model25NA1,515,22,1
model25NA1,32,184,1
model25NA1,116,0,31
model25NA5,522,9,5
model25NA5,17,181,17
model25NA5,10,0,137
model25NA7,529,5,1
model25NA7,31,166,17
model25NA7,14,0,133
model25NA3,528,7,2
model25NA3,21,177,18
model25NA3,8,0,139
model25NA11,522,9,2
model25NA11,45,152,15
model25NA11,29,0,118
model25NA9,517,12,5
model25NA9,14,183,16
model25NA9,14,0,133
model25A1,512,19,7
model25A1,11,188,18
model25A1,7,0,140
model25A5,523,9,4
model25A5,12,186,17
model25A5,14,0,133
model25A7,519,12,4
model25A7,33,164,17
model25A7,12,0,135
model25A3,536,1,0
model25A3,14,184,18
model25A3,23,0,124
model25A11,515,14,4
model25A11,37,159,16
model25A11,19,0,128
model25A9,512,10,12
model25A9,41,155,17
model25A9,10,0,137
model26NA1,449,86,3
model26NA1,23,185,9
model26NA1,63,0,84
model26NA5,518,14,4
model26NA5,7,191,17
model26NA5,8,2,137
model26NA7,518,11,6
model26NA7,18,179,17
model26NA7,13,0,134
model26NA3,535,2,0
model26NA3,48,159,9
model26NA3,29,0,118
model26NA11,522,8,3
model26NA11,29,167,16
model26NA11,15,0,132
model26NA9,515,7,12
model26NA9,18,178,17
model26NA9,10,0,137
model26A1,532,1,5
model26A1,20,177,20
model26A1,7,0,140
model26A5,525,7,4
model26A5,11,186,18
model26A5,11,0,136
model26A7,517,13,5
model26A7,30,167,17
model26A7,12,0,135
model26A3,526,10,1
model26A3,13,185,18
model26A3,33,4,110
model26A11,509,15,9
model26A11,25,170,17
model26A11,12,0,135
model26A9,522,9,3
model26A9,39,158,16
model26A9,22,0,125
model27NA1,523,10,5
model27NA1,22,177,18
model27NA1,7,0,140
model27NA5,510,22,4
model27NA5,5,192,18
model27NA5,7,0,140
model27NA7,515,20,0
model27NA7,11,187,16
model27NA7,21,0,126
model27NA3,522,13,2
model27NA3,21,185,10
model27NA3,8,0,139
model27NA11,520,6,7
model27NA11,26,170,16
model27NA11,13,0,134
model27NA9,507,15,12
model27NA9,30,166,17
model27NA9,13,0,134
model27A1,429,102,7
model27A1,12,187,18
model27A1,7,0,140
model27A5,527,9,0
model27A5,8,189,18
model27A5,10,0,137
model27A7,513,11,11
model27A7,29,168,17
model27A7,11,0,136
model27A3,530,5,2
model27A3,11,187,18
model27A3,9,0,138
model27A11,512,14,7
model27A11,25,171,16
model27A11,15,0,132
model27A9,521,8,5
model27A9,24,172,17
model27A9,16,0,131
model28NA1,523,9,6
model28NA1,15,194,8
model28NA1,11,3,133
model28NA5,521,14,1
model28NA5,10,188,17
model28NA5,12,1,134
model28NA7,521,13,1
model28NA7,21,176,17
model28NA7,11,1,135
model28NA3,535,2,0
model28NA3,22,177,17
model28NA3,11,0,136
model28NA11,510,15,8
model28NA11,27,168,17
model28NA11,8,0,139
model28NA9,512,11,11
model28NA9,23,162,28
model28NA9,12,0,135
model28A1,459,74,5
model28A1,12,187,18
model28A1,10,0,137
model28A5,520,11,5
model28A5,12,186,17
model28A5,12,0,135
model28A7,522,10,3
model28A7,17,176,21
model28A7,9,0,138
model28A3,532,5,0
model28A3,16,183,17
model28A3,15,0,132
model28A11,516,10,7
model28A11,40,156,16
model28A11,15,0,132
model28A9,512,12,10
model28A9,34,162,17
model28A9,13,0,134
