ECE,Group,LSTM,conv,augmented,frame,mAP,normal_acc,mandown_acc,cross_acc
0.06154031512276789,0,1,6,0,7,0.9490090274759063,0.9915737793168915,0.9092759083744623,0.9461773947363653
0.064758393344519,0,1,6,0,9,0.9615138246755349,0.9952173797611904,0.9477833580366292,0.9415407362287851
0.04435953474501103,1,0,1,1,1,0.9257374263085069,0.958752479947344,0.9078769445971296,0.9105828543810468
0.10846475039237662,1,0,1,1,11,0.9054889825247142,0.9366028563267038,0.9209712524708702,0.8588928387765687
0.0511611472,1,0,1,1,3,0.9214312780675816,0.9755721370441544,0.9077458020707942,0.8809758950877963
0.06259908393095763,1,0,1,1,5,0.9158361413945099,0.9884323661602975,0.8901874427291945,0.8688886152940376
0.08521411829241066,1,0,1,1,7,0.9038663195721871,0.9774109274398942,0.8922648654868724,0.8419231657897946
0.07503391872483212,1,0,1,1,9,0.9159489644811867,0.9685740990744511,0.9170612836258053,0.8622115107433035
0.03224566884700669,1,0,1,0,1,0.9398815774201669,0.9569817791247699,0.9138329006081516,0.9488300525275788
0.07627655265695056,1,0,1,0,11,0.9203649007184311,0.9640307983920391,0.9225788677603889,0.8744850360028655
0.051282280077777645,1,0,1,0,3,0.9453733336676158,0.9747604224029973,0.9073084548157023,0.9540511237841477
0.06033661033407574,1,0,1,0,5,0.9557056026433773,0.9809158724299258,0.9320408629249983,0.9541600725752077
0.06064378275669645,1,0,1,0,7,0.9364274638884599,0.9778695803146317,0.9167671176151186,0.9146456937356298
0.06807654686800886,1,0,1,0,9,0.9181079759891801,0.9776411622913139,0.9112261043822586,0.8654566612939683
0.2310004675498891,1,0,2,1,1,0.8784863417896799,0.8966141922578456,0.8489388371361338,0.8899059959750605
0.0740788179147982,1,0,2,1,11,0.9062494367730061,0.9525065826671286,0.9169881699114866,0.8492535577404031
0.05427736762222236,1,0,2,1,3,0.9427785236559698,0.9665480907784594,0.9145763726019422,0.9472111075875076
0.0508043405122494,1,0,2,1,5,0.9256136771581304,0.983696715339232,0.9239456616034847,0.8691986545316743
0.06510600997767862,1,0,2,1,7,0.9110088054399806,0.972724353109082,0.9028550731106091,0.8574469901002507
0.0724654306599554,1,0,2,1,9,0.9138864833594335,0.9703075069301569,0.9094295376549484,0.861922405493195
0.03279899558758315,1,0,2,0,1,0.9348691781334993,0.9558710398548402,0.9139719757823166,0.9347645187633413
0.08814340855381178,1,0,2,0,11,0.900341893138044,0.9595559669375417,0.8794671766310946,0.8620025358454956
0.04916754207777778,1,0,2,0,3,0.9598005672963215,0.9873232728475341,0.9377730637156761,0.9543053653257545
0.053384511948775186,1,0,2,0,5,0.9240929420635883,0.9848799122792439,0.9194602659619963,0.8679386479495248
0.0634017819531251,1,0,2,0,7,0.9331275850696344,0.9645498319896458,0.9203233356641858,0.914509587555072
0.06754988253914976,1,0,2,0,9,0.9387849349570588,0.9868533061684325,0.9241875695286949,0.9053139291740488
0.05422695672948995,1,0,3,1,1,0.9373705112684362,0.9576008656861856,0.9213116036801514,0.9331990644389717
0.07449816832959653,1,0,3,1,11,0.9083017555588891,0.959422909949042,0.8994464181302744,0.8660359385973512
0.05368222155555556,1,0,3,1,3,0.9476790813407305,0.977402880011568,0.9161760093239474,0.9494583546866764
0.051616805200445356,1,0,3,1,5,0.9359323053749596,0.9929432321498564,0.9210612029364276,0.8937924810385949
0.06768406273437497,1,0,3,1,7,0.9104888363801145,0.9654972194487742,0.9060155114570776,0.8599537782344915
0.06593169390380303,1,0,3,1,9,0.9010046435917106,0.9653386756404595,0.8761878904947425,0.86148736463993
0.024404140454545496,1,0,3,0,1,0.9245851421362191,0.9656736691153882,0.9101558708471565,0.8979258864461124
0.07877979170403593,1,0,3,0,11,0.9247677487747272,0.9610350704833682,0.9231889300852427,0.8900792457555705
0.05287807844444445,1,0,3,0,3,0.9459780022046723,0.9838660107459456,0.9120100319200924,0.9420579639479788
0.06061778554565702,1,0,3,0,5,0.9633607155345064,0.9916611773064747,0.9468069551583873,0.951614014138657
0.07069939611607136,1,0,3,0,7,0.9361470610103053,0.978581275040752,0.9206608073819618,0.9091991006082021
0.08677703069351227,1,0,3,0,9,0.9159465040969147,0.9760787760869167,0.8992293676504968,0.8725313685533307
0.05038583718403555,1,0,4,1,1,0.928923251223146,0.9639833103370382,0.9279075330123385,0.8948789103200613
0.07587892307174882,1,0,4,1,11,0.9021862407251554,0.9622212657997969,0.8949704704904728,0.8493669858851963
0.05715760065555556,1,0,4,1,3,0.9531940842902088,0.9760300715120973,0.9424951585817672,0.9410570227767616
0.060119556380846415,1,0,4,1,5,0.9281322016016871,0.9905088214985084,0.9153007174515485,0.8785870658550045
0.07079133693080351,1,0,4,1,7,0.9078300952896571,0.974800628195281,0.8930197476672463,0.855669910006444
0.07637203013422815,1,0,4,1,9,0.913856960591202,0.9596291804674523,0.9073912980024607,0.8745504033036929
0.07192814229490016,1,0,4,0,1,0.9429408506046985,0.9574430285888615,0.9345071514646393,0.9368723717605946
0.08702186040358759,1,0,4,0,11,0.9072279559354675,0.9715288301371873,0.9018824430492082,0.848272594620007
0.05354212538888902,1,0,4,0,3,0.9535946420203875,0.9822965021928497,0.9177104192728908,0.9607770045954218
0.05400564033407579,1,0,4,0,5,0.9242146155572507,0.9883951791383536,0.912180333985924,0.8720683335474745
0.07234312779017854,1,0,4,0,7,0.9104120561387737,0.9738332156633263,0.8807497784938868,0.8766531742591082
0.06755330607382555,1,0,4,0,9,0.9354593969816812,0.9808186721787576,0.9282138873012437,0.8973456314650425
0.051301742538802576,1,0,5,1,1,0.9391180118353001,0.9614754212634978,0.9285081022276518,0.927370512014751
0.07731496045964138,1,0,5,1,11,0.9155156726177727,0.9671251716555043,0.9231454839170412,0.8562763622807724
0.0448948659444445,1,0,5,1,3,0.9391721786111379,0.9766296460642587,0.9123506927922128,0.9285361969769421
0.053048724420935556,1,0,5,1,5,0.9467458350180246,0.9879501899761283,0.9318610948616367,0.9204262202163088
0.07369071082589292,1,0,5,1,7,0.927744105010631,0.9684772613439131,0.9277162969277448,0.8870387567602347
0.07298948703579416,1,0,5,1,9,0.9185201373802454,0.9798326872355142,0.9003417812378797,0.8753859436673423
0.03777264677383587,1,0,5,0,1,0.9384015546475603,0.9596741109297693,0.9254156645726479,0.9301148884402635
0.07593005164798206,1,0,5,0,11,0.9171107575662051,0.9754027298031179,0.9214661124863552,0.8544634304091419
0.03600321092222222,1,0,5,0,3,0.9639565502713278,0.9791746985185811,0.9552002214271612,0.957494730868241
0.05806022415367471,1,0,5,0,5,0.9511415376152929,0.9866622192932595,0.917874634289601,0.9488877592630179
0.06753072877232133,1,0,5,0,7,0.9163723067717879,0.967600631345383,0.9194301075042772,0.8620861814657036
0.08014460668903814,1,0,5,0,9,0.9172340087025762,0.97727666046538,0.9225649644113845,0.8518604012309643
0.05569550258314848,1,0,6,1,1,0.9302237573439441,0.95478098068929,0.9166588932654267,0.9192313980771157
0.08328065267937218,1,0,6,1,11,0.9010406516094461,0.9575074097341645,0.9055717444437636,0.8400428006504103
0.04463376887777787,1,0,6,1,3,0.9724462634898418,0.9840760160910332,0.9671069470045274,0.9661558273739645
0.0573920558240534,1,0,6,1,5,0.9368450347915956,0.9733591436150942,0.9522608370108655,0.8849151237488272
0.07229883434151768,1,0,6,1,7,0.9301129808532211,0.9840505302242398,0.9152495757586456,0.8910388365767781
0.06969968187919466,1,0,6,1,9,0.9181039290024628,0.9855750707227698,0.9092259930517655,0.8595107232328533
0.051495888968957806,1,0,6,0,1,0.9457411390069527,0.9622599387071253,0.9382977509487669,0.936665727364966
0.06517247844170398,1,0,6,0,11,0.9094136643495948,0.9738061801582375,0.8875708606917775,0.8668639521987694
0.045849603766666705,1,0,6,0,3,0.9561254556629571,0.9820544650932016,0.9525672626025516,0.933754639293118
0.049015348797327364,1,0,6,0,5,0.9564383120547045,0.9925493886117016,0.9340959166707389,0.9426696308816731
0.062063281919642846,1,0,6,0,7,0.9561938387880992,0.9825078049237288,0.9577054032082233,0.9283683082323453
0.07375489601789705,1,0,6,0,9,0.9055010231873668,0.9691434697742806,0.8966773651326547,0.8506822346551652
0.060950866341463225,1,1,1,1,1,0.9287438399996266,0.960022321808642,0.8888463415370359,0.937362856653202
0.06364773789237659,1,1,1,1,11,0.9241867863964934,0.9789694685058439,0.930857749240155,0.8627331414434816
0.04172587728888888,1,1,1,1,3,0.9573253928599854,0.9849176353613505,0.9350819741701105,0.951976569048495
0.040725001236080347,1,1,1,1,5,0.9254327842978282,0.9926725109450587,0.9329940643364281,0.8506317776119975
0.08789956973214283,1,1,1,1,7,0.9329878993724884,0.9602324518226473,0.9345376554815151,0.904193590813303
0.06559352474272932,1,1,1,1,9,0.9447177598192713,0.9936396466434685,0.9204455397016248,0.9200680931127208
0.06684146404656324,1,1,1,0,1,0.9320272539146556,0.9555308005552025,0.9210635588142693,0.9194874023744947
0.08393072242152458,1,1,1,0,11,0.9401554812229573,0.9827786927079866,0.9314678242071407,0.906219926753745
0.047053220633333295,1,1,1,0,3,0.9463252102678137,0.9776471708102428,0.9291333644149803,0.9321950955782177
0.047031190991091376,1,1,1,0,5,0.9192179028190776,0.9871593425067318,0.9229408301787314,0.8475535357717695
0.07017261811383922,1,1,1,0,7,0.9470071039966766,0.9903734075295046,0.927384864557156,0.923263039903369
0.059683770637583865,1,1,1,0,9,0.9475408893406089,0.991544858623798,0.9510830868836209,0.899994722514408
0.053882591097560856,1,1,2,1,1,0.9434253117142261,0.9598012368287057,0.9295467917828456,0.9409279065311271
0.07889593087443936,1,1,2,1,11,0.9298712476251486,0.9899963833361294,0.916896161119591,0.8827211984197252
0.04325783068888898,1,1,2,1,3,0.9536899332408856,0.9852707053799024,0.9265726414635487,0.9492264528792056
0.056332113040089095,1,1,2,1,5,0.9448265840597957,0.9885204963138027,0.9393539355688941,0.9066053202966905
0.07924064632812494,1,1,2,1,7,0.9286882988923052,0.9901155163166444,0.9186196542204893,0.8773297261397816
0.08022174851230432,1,1,2,1,9,0.9135672551782199,0.9822683134324905,0.9118631101891689,0.8465703419130003
0.04879593332594229,1,1,2,0,1,0.9319462613646646,0.9541062426519802,0.9176728605010931,0.9240596809409208
0.0762916869506728,1,1,2,0,11,0.917705597596063,0.9872231454125794,0.8618686715389576,0.9040249758366515
0.05729876933333336,1,1,2,0,3,0.9623958819034035,0.9881829748188244,0.9532950348533523,0.9457096360380336
0.045716862527839575,1,1,2,0,5,0.9508349026717443,0.9864947006649974,0.929118522952564,0.9368914843976712
0.06405202122767849,1,1,2,0,7,0.9356649245963666,0.9834433342467579,0.9373239223100909,0.886227517232251
0.07487077728187914,1,1,2,0,9,0.9180394266924047,0.9836738919421171,0.9184218019314552,0.8520225862036415
0.0475831317294901,1,1,3,1,1,0.8912100056823161,0.9610797197211799,0.916573834494423,0.7959764628313457
0.09603965698430492,1,1,3,1,11,0.886285534737651,0.9552713733060373,0.8869096268489667,0.816675604057949
0.05182825420000002,1,1,3,1,3,0.9577539855796484,0.9868315538525906,0.9520719486845476,0.9343584542018072
0.057307534732739564,1,1,3,1,5,0.9373225696371069,0.987199317346785,0.9350868676219601,0.8896815239425755
0.07791822193080367,1,1,3,1,7,0.9079534661746744,0.973229530979667,0.894488179600228,0.8561426879441282
0.0882152713534676,1,1,3,1,9,0.9315860212717721,0.9865420107829846,0.9083350984064953,0.8998809546258365
0.12984951318181817,1,1,3,0,1,0.9198253286428373,0.9527889069324513,0.9176914931620852,0.8889955858339752
0.10437297493273533,1,1,3,0,11,0.9137816823613362,0.9663491730306524,0.9051135011370786,0.8698823729162776
0.053691847999999924,1,1,3,0,3,0.9528980933855212,0.9886336203712669,0.9363924778287834,0.9336681819565136
0.05952160859688195,1,1,3,0,5,0.948077921938243,0.9839719835771599,0.9403333303873714,0.9199284518501976
0.06643677121651792,1,1,3,0,7,0.9276630270887406,0.9833605677213304,0.9223438659955988,0.8772846475492928
0.06524169064876953,1,1,3,0,9,0.9335856694031929,0.9769681466530322,0.8959138735245303,0.9278749880320161
0.038929665399113036,1,1,4,1,1,0.9205380665796121,0.9596359339411038,0.9232565266612326,0.8787217391365
0.07716497201793728,1,1,4,1,11,0.9189262646379865,0.9823081567178816,0.8973101365233593,0.8771605006727188
0.07589368667777772,1,1,4,1,3,0.9319084159342447,0.9739057478814288,0.9232581218627567,0.8985613780585482
0.049669737672605796,1,1,4,1,5,0.9238679682463445,0.9836223312917804,0.9204179175199051,0.8675636559273479
0.07930584775669647,1,1,4,1,7,0.9213286144869953,0.9812404586894674,0.9028323891084599,0.8799129956630587
0.09097807743847879,1,1,4,1,9,0.9176594572394491,0.9889944551595572,0.883793805997783,0.8801901105610074
0.14008860439024395,1,1,4,0,1,0.8888812840348849,0.9209699602698315,0.9118003624322949,0.8338735294025282
0.06917938293721974,1,1,4,0,11,0.9270918115144684,0.977878441364803,0.9192460351270884,0.8841509580515138
0.08534950257777782,1,1,4,0,3,0.953528128491444,0.9757421135590032,0.9524384388865551,0.9324038330287735
0.05683432346325174,1,1,4,0,5,0.9374792879372581,0.9867890910159807,0.9198594782364603,0.9057892945593331
0.07054328639508914,1,1,4,0,7,0.9349112289504397,0.97891219000077,0.926653557094704,0.8991679397558449
0.06043163428411638,1,1,4,0,9,0.9347479642408624,0.9882505206277838,0.9142952319518811,0.9016981401429218
0.10866008024390249,1,1,5,1,1,0.9080118468858954,0.9600360845644673,0.9080473308949648,0.855952125198254
0.0832606962443947,1,1,5,1,11,0.8994631099665394,0.9669598251224624,0.8818647555781759,0.8495647491989803
0.047846474955555544,1,1,5,1,3,0.9430818847679938,0.9755274196970695,0.9376551809314463,0.9160630536754658
0.049368862839643694,1,1,5,1,5,0.9002210681621635,0.985375030536276,0.9182510835254121,0.7970370904248023
0.08130504667410716,1,1,5,1,7,0.9253000677406459,0.985395467329778,0.8982885012028832,0.8922162346892762
0.07543279159955271,1,1,5,1,9,0.9054361453513406,0.9538518049074893,0.8990628987447274,0.8633937324018055
0.03004020088691789,1,1,5,0,1,0.931099128179606,0.9558739634098948,0.8972925748166913,0.9401308463122319
0.07424807524663682,1,1,5,0,11,0.911648624526951,0.9771961077771215,0.9089984933849535,0.8487512724187776
0.04533983631111114,1,1,5,0,3,0.960076151094348,0.9791105189415679,0.9522665996628935,0.9488513346785825
0.06136941023385308,1,1,5,0,5,0.9458331420171605,0.9906490806462858,0.9115194542558368,0.935330891149359
0.0672779482924107,1,1,5,0,7,0.9452645174596341,0.9801938623059241,0.9363888878160137,0.9192108022569643
0.08299912974272938,1,1,5,0,9,0.9072862867337852,0.9780099437184311,0.8622456646447092,0.8816032518382151
0.11489524123059867,1,1,6,1,1,0.9209179094826618,0.9617878354673309,0.9184614511100859,0.8825044418705683
0.09559122190582964,1,1,6,1,11,0.9064093387717795,0.970834280680204,0.9069248318627449,0.8414689037723899
0.05083710488888894,1,1,6,1,3,0.9572969980661115,0.9877022349229535,0.9388121948470847,0.9453765644282962
0.05780266412026714,1,1,6,1,5,0.9476679626760521,0.9836807497327902,0.930000440574168,0.9293226977211984
0.05958364024553585,1,1,6,1,7,0.9187928009770819,0.9860435136480278,0.9074323013242057,0.8629025879590125
0.09224827667785235,1,1,6,1,9,0.9005318767503665,0.9843806176360204,0.8611331579894868,0.8560818546255922
0.053049744722838035,1,1,6,0,1,0.9522773551418867,0.970865197180155,0.9534159753992351,0.9325508928462701
0.07712690049327348,1,1,6,0,11,0.9140465495106952,0.9822188154794887,0.916818741100681,0.843102091951916
0.050865091522222086,1,1,6,0,3,0.9529784425463609,0.9709537908120628,0.9434252039832408,0.9445563328437794
0.0535238790645879,1,1,6,0,5,0.9385051925630897,0.9824305876454633,0.9221777959539039,0.9109071940899021
0.06011707218750005,1,1,6,0,7,0.9391318209772875,0.9892897951192692,0.9119684006949313,0.916137267117662
0.08591407712527949,1,1,6,0,9,0.9323239146492611,0.9818112091658944,0.9021892236022466,0.9129713111796425
0.12560756437915746,0,0,1,1,1,0.8584085931637194,0.9580819623000809,0.8918900719334252,0.7252537452576526
0.07243830122197313,0,0,1,1,11,0.9235409668605322,0.9761629346144313,0.9221522252953642,0.8723077406718013
0.04855092333333322,0,0,1,1,3,0.9422458984213223,0.9735446958762977,0.9082018248789302,0.944991174508739
0.051466318084632506,0,0,1,1,5,0.9279233821449898,0.9843495228951236,0.9187172867854527,0.880703336754393
0.05963987638392864,0,0,1,1,7,0.9182916217291203,0.9821990375869019,0.9061289234729555,0.8665469041275036
0.06263930523489937,0,0,1,1,9,0.9329727696469571,0.9900910737494173,0.9325763772810269,0.8762508579104268
0.02651491572062087,0,0,1,0,1,0.9365045012983998,0.9672335257926605,0.9155758013505172,0.9267041767520217
0.09664067146860988,0,0,1,0,11,0.9376189970010049,0.9893553195265608,0.9112861448107199,0.9122155266657342
0.05151789167777775,0,0,1,0,3,0.9442949715007475,0.9785831454462093,0.9088469650524197,0.9454548040036131
0.044439543006681494,0,0,1,0,5,0.9660354925371593,0.9908549314103366,0.938955008878604,0.9682965373225372
0.06343751186383938,0,0,1,0,7,0.9486907596658161,0.9813814632173159,0.9105918071978394,0.954099008582293
0.07195239795302023,0,0,1,0,9,0.9587059944520684,0.9912133318744074,0.9342258540832561,0.9506787973985419
0.05819539638580939,0,0,2,1,1,0.9313969796295875,0.9584529674888024,0.9207520175342451,0.9149859538657148
0.057242163441704075,0,0,2,1,11,0.919594593612319,0.9791264095485647,0.9044342284381471,0.875223142850245
0.06427395905555564,0,0,2,1,3,0.968605984266854,0.9860314480168217,0.9504822525631537,0.9693042522205864
0.053933275634743934,0,0,2,1,5,0.9455508413582315,0.9910879313533079,0.913238858029426,0.932325734691961
0.06802727362723213,0,0,2,1,7,0.9396521899321729,0.9891433528997396,0.9135862964842365,0.9162269204125427
0.06386459282997765,0,0,2,1,9,0.9601747551036959,0.9873918534201219,0.9400000844324726,0.9531323274584932
0.04038217901330375,0,0,2,0,1,0.9365082158222147,0.9592053974651706,0.9133327696331666,0.9369864803683067
0.0656378664798205,0,0,2,0,11,0.9590248868059227,0.9851861824221219,0.9459342135335641,0.9459542644620818
0.045148286111111,0,0,2,0,3,0.9438090450400723,0.9717682874766513,0.9112572641939879,0.9484015834495777
0.044546750501113536,0,0,2,0,5,0.9671942229373786,0.9931977256476598,0.9488023603846243,0.9595825827798515
0.05839033080357143,0,0,2,0,7,0.9671240947099967,0.9899492362361484,0.9505820915862194,0.9608409563076219
0.05951706514541384,0,0,2,0,9,0.949767047455904,0.9877507558685932,0.924106155505217,0.937444230993902
0.08254942386917952,0,0,3,1,1,0.9262113392376383,0.9649611751905345,0.8969345325084432,0.9167383100139371
