ECE,Group,LSTM,conv,augmented,frame,mAP,normal_acc,mandown_acc,cross_acc
0.0714059004035876,0,0,3,1,11,0.9096820935868779,0.9705813943206709,0.9064499950297589,0.8520148914102038
0.0561420188444444,0,0,3,1,3,0.932971121048666,0.9790284827044985,0.9047963629819564,0.9150885174595431
0.05107516198218266,0,0,3,1,5,0.9333762281769694,0.9865906254657767,0.9330690299209851,0.8804690291441464
0.06129252861607139,0,0,3,1,7,0.9337393638959143,0.9852966054922784,0.9160850568258072,0.8998364293696571
0.08477262107382552,0,0,3,1,9,0.9553087136415143,0.9900346715962841,0.9193705232402217,0.9565209460880367
0.045460746197339245,0,0,3,0,1,0.9456270298099018,0.9684575269618703,0.9286313325917902,0.9397922298760449
0.06869803097533632,0,0,3,0,11,0.9455919381142325,0.9798479207686471,0.9275066886172366,0.9294212049568136
0.04397244397777775,0,0,3,0,3,0.9701325709786804,0.9813793648967951,0.9583682252789429,0.9706501227603032
0.051455070634743846,0,0,3,0,5,0.9262422368943738,0.9886810549404459,0.9173413775988244,0.8727042781438513
0.04539207651785706,0,0,3,0,7,0.9565436033612951,0.9928117607840994,0.9286884421767364,0.9481306071230498
0.06715794842281876,0,0,3,0,9,0.9544230019025091,0.9886064415665061,0.9423203817990717,0.9323421823419494
0.16355370474501107,0,0,4,1,1,0.8520174939267324,0.8906850136602281,0.8537738061351324,0.8115936619848367
0.06706685441704033,0,0,4,1,11,0.9388391306349808,0.9845889000058078,0.9075521817203588,0.9243763101787756
0.048172561588888926,0,0,4,1,3,0.9402876177794739,0.9853244632450336,0.9175609692273575,0.9179774208660305
0.05468421456570151,0,0,4,1,5,0.9324836959900807,0.983758722751761,0.9057308444670091,0.9079615207514721
0.05762978129464288,0,0,4,1,7,0.9457790552791024,0.9831096874352108,0.9232623947036838,0.9309650836984126
0.05674238267337818,0,0,4,1,9,0.9535862341965838,0.9910319196704884,0.9218382189509723,0.9478885639682905
0.04671723262749438,0,0,4,0,1,0.935002323601689,0.9516624860490338,0.9161121536797314,0.9372323310763019
0.06914744937219724,0,0,4,0,11,0.9533152136643895,0.9849203151144938,0.9345753987288821,0.9404499271497927
0.035458753144444535,0,0,4,0,3,0.9746148818844262,0.9874175335905913,0.9657696630732819,0.9706574489894055
0.04276602447661476,0,0,4,0,5,0.9613052458959047,0.9955859037999684,0.9535377649991518,0.9347920688885937
0.061359179229910694,0,0,4,0,7,0.9474580151910649,0.99359038387001,0.9197743381590118,0.9290093235441725
0.06707766498881439,0,0,4,0,9,0.9163802837742479,0.9789361801078575,0.9231284108558734,0.8470762603590124
0.08460111543237253,0,0,5,1,1,0.9025470933426356,0.9149048348502785,0.9233251052867949,0.8694113398908334
0.06451081752242147,0,0,5,1,11,0.9485919489207001,0.9831131403174226,0.9311019488632905,0.9315607575813873
0.053412628677777754,0,0,5,1,3,0.9435216298870913,0.9791202303644719,0.9089448255570307,0.9424998337397713
0.04670769638084639,0,0,5,1,5,0.9590058937367615,0.9945424850643263,0.9128131607744474,0.9696620353715107
0.05702192512276785,0,0,5,1,7,0.958690582694102,0.9870880376486704,0.9422167313654279,0.9467669790682076
0.0723061748098434,0,0,5,1,9,0.9525715197466212,0.9908131728772026,0.9354124968426893,0.9314888895199719
0.06275427719512205,0,0,5,0,1,0.9313788223538323,0.9595268817110051,0.9309474446534358,0.9036621406970559
0.07606190082959632,0,0,5,0,11,0.9421837098378457,0.9692505096560894,0.9436485236098412,0.9136520962476063
0.04529207631111101,0,0,5,0,3,0.9662765498930259,0.98430142143259,0.9430380500932479,0.9714901781532399
0.05366255428730523,0,0,5,0,5,0.9645586104680922,0.9896432730990382,0.9430973703615291,0.960935187943709
0.06502607438616079,0,0,5,0,7,0.9451638186410536,0.9778310929387205,0.9383863788154949,0.9192739841689457
0.06872924214765108,0,0,5,0,9,0.9540270451465399,0.9878334079739182,0.9400233333810727,0.9342243940846289
